word,var,expect
worst,0.09733826671508151,1.3704399256171687
horrible,0.0812115722398447,1.4548421683920738
incredible,0.07301552122390606,4.447224851849094
rude,0.07096180772265208,1.5310473262209894
gem,0.0706125813057629,4.463430924958579
terrible,0.06914733775315826,1.5350236116789444
die,0.05879345553217069,4.344296369828892
awful,0.05696171667450394,1.6117792994171372
perfection,0.05384651403889009,4.344924468356265
amazing,0.051997889541409055,4.254136175976167
highly,0.05027090573400594,4.195597685692082
fabulous,0.0472787406500024,4.21558761643145
outstanding,0.04664306470757717,4.229078786504354
manager,0.04323635209708069,1.9216430883324513
wonderful,0.041843243774533745,4.156016331589841
fantastic,0.041574964834952786,4.1968857920400255
perfect,0.04125701380963914,4.220380325183249
poor,0.03891710221352704,1.819352740377762
favorite,0.037577632471985686,4.1232649836675925
awesome,0.036089709119486446,4.120161712937054
notreturn,0.0360383379539678,1.8733658560141493
notdisappointed,0.03498143232603162,4.033459537515371
delicious,0.03466278625322743,4.137614282585731
notch,0.03447310630034403,4.098576862711577
yum,0.033844488085066383,4.109790808027575
recommend,0.03362197770756933,4.096220602453448
favorites,0.033557893259927446,4.089644216855683
notagain,0.033299948390925115,1.9406863589733192
perfectly,0.032956541723573846,4.116337783377249
excellent,0.032883193908126856,4.108090474764182
management,0.031337212394926366,1.9869187383863842
dirty,0.030690146971263835,1.952083242341476
mediocre,0.03007652356870534,2.1153284872117113
notrecommend,0.029102011136720597,2.0093253743185757
told,0.028823986311139454,2.039696422060105
yummy,0.0285522916764509,4.022983254030059
phone,0.027628745990492205,2.1488028406767135
helpful,0.027626889983975278,4.033372257002213
notcoming,0.027241389408285067,2.0074756532539513
disappointing,0.027025167798940455,2.069110255237259
loved,0.026764095251288405,4.004058399267916
notimpressed,0.025813203934375063,2.4274990838125357
best,0.02580887698102277,3.879521102825217
bad,0.025490630551694073,2.0329422925071894
waited,0.025116265517582774,2.0392059033509895
called,0.02506407554641092,2.196893963760446
bland,0.02504094114693353,2.1372450707709723
noteven,0.025011702973908867,2.085983972880003
love,0.02463531392198383,3.9263129151900427
impressed,0.024218037475698628,3.9602036774229794
cozy,0.023907280925792123,3.9636903338272136
notback,0.023746536459150595,2.0889515398848406
minutes,0.0234435544432032,2.0860597742266753
asked,0.02343982689897772,2.087815403065676
sorry,0.02302860389475228,2.098019304958103
solid,0.0228789394776678,3.4516430430912526
overpriced,0.0227416689603326,2.141924254027896
notshe,0.022724619939437023,2.0940681658542073
thank,0.022641660984186237,3.646983681996964
notgoing,0.022226310832478915,2.105482078756413
great,0.0218989243571819,3.9065725015791686
flavorful,0.021859035218170793,3.9277558556005387
juicy,0.02179969009405005,3.899384628984489
comfortable,0.021750922977058232,3.9147980149845183
notcame,0.021738311512550693,2.1025227507608846
unique,0.021549657452708246,3.9253623741573973
wrong,0.021375964721490063,2.118391550177544
disappointed,0.02081029836666133,2.1526359139497706
nother,0.02034385907851648,2.1305983804671
him,0.020331444697328224,2.2622468936586357
homemade,0.020266519833591404,3.873211687907944
paid,0.020245164017849218,2.14725954787018
rich,0.020142105669253778,3.8816663413226964
notus,0.020009881393943656,2.148979608818683
friendly,0.019949030881257608,3.8862737214978877
worth,0.019833967491795994,3.8704689692545986
reasonable,0.019777405896018715,3.868161499051319
notworth,0.019687668686845173,2.17766884667637
authentic,0.01947648713949682,3.8303250964996156
glad,0.019158135124151043,3.837899163194723
average,0.018943895988365614,2.6503057455228896
notno,0.018866328272139618,2.1732039879618177
money,0.01879398784510843,2.218560971876582
charge,0.018682834733596727,2.1690200962760504
creamy,0.018658614520306347,3.8317399763249593
fresh,0.01851320465170536,3.846501112105606
healthy,0.018377658670553583,3.8314602103897313
phoenix,0.0177377440046759,3.743106732695174
casual,0.017718283195429202,3.759631991473322
okay,0.017668382836093628,2.5558167573781545
attentive,0.01752584076634914,3.8345784205363604
barely,0.01752191890984487,2.1910533832816115
walked,0.017507531582433025,2.325990171178309
ok,0.017327462862654693,2.5248890433259206
vegan,0.017214329809563212,3.782361048588406
sad,0.017138012782921336,2.2218968757913977
recommended,0.017036399852798173,3.737890203245559
wow,0.01695768962884735,3.4939310654107545
45,0.01693766327594595,2.2213533764395876
notcare,0.016913785414756098,2.245656641739795
complaint,0.016723487942153514,3.4226517929376232
says,0.01658879143380964,2.279476005668927
enjoyed,0.016503701640089186,3.6945257687243007
empty,0.01649036174845295,2.1913326903920396
notever,0.01645064171214871,2.3161146527123595
tender,0.01636620168842717,3.786609048883727
always,0.016087484091755817,3.769057431920252
hands,0.016083433375904423,3.4246820420998683
bill,0.016012366261659337,2.2132032065330836
dry,0.016009291605938673,2.328127385663564
her,0.015870867355351814,2.2894915817060704
spot,0.015842563744863813,3.7814041114534964
notour,0.01577070960257222,2.233165819517991
definitely,0.01570082811422036,3.773797196603874
said,0.015615781685093179,2.261895720043954
decent,0.01559547986326191,2.817585871314915
she,0.015067619828814355,2.288375504713803
waiting,0.015031075227369909,2.274727215534365
later,0.014968274609739016,2.3145161447896485
flavors,0.01490852051399238,3.7696274159871783
cold,0.014691731932913519,2.2719313279969304
stuffed,0.01450017370565093,3.7467106536470256
completely,0.014490775328817781,2.3101139120295535
received,0.014470033693832178,2.27895501944584
nothe,0.014409883688481508,2.2967089290440925
tasty,0.01439478680371367,3.6285710422104405
lovely,0.01435244250988563,3.7487004433276447
customer,0.0142861600148327,2.505688086231944
never,0.014251172469522387,2.4959229014540685
frozen,0.014029698807460241,2.2612683193569447
left,0.014009958507028417,2.294401283866459
notflavor,0.013686009973862604,2.315638564224389
treat,0.013600896509995434,3.5689397388803514
beautiful,0.013469072708390805,3.708679418176574
absolutely,0.013455218289801745,3.423203389251874
lady,0.01339416463457611,2.3845335149818765
generous,0.013379429703188974,3.6894734451693756
ever,0.01334997373695452,3.141893703468338
unfortunately,0.013328040027000743,2.435844917217715
notservice,0.013180951634024475,2.3221881870846373
truly,0.013180127019065525,3.5224630351317425
las,0.013137898589293082,3.5731885706474915
40,0.013128080953440594,2.347383336482605
variety,0.013070348950230211,3.6787062422742256
notgive,0.012974441733726574,2.3024935790464913
understand,0.012880453561364191,2.294672584213926
customers,0.012868869478573493,2.3799606385523346
card,0.012815171677811025,2.319216531288665
finally,0.012650170782255013,2.3519333531701463
notwill,0.012534569007962336,2.361146822534737
traditional,0.012448170354813456,3.666846285554139
classic,0.012421456422839587,3.662074761430584
15,0.012367174581271347,2.317859383481285
world,0.012240244320657777,3.5875849542997233
crisp,0.012222281509741384,3.659505348842857
shared,0.012200292587067198,3.6867009029764444
vegas,0.012163599792720683,3.6299839745944222
filling,0.011925194327019202,3.6224888780173945
hostess,0.01180881287715113,2.345752013758907
call,0.011729892518076601,2.5278114221505077
notfresh,0.011703265903544154,2.3589084235267515
cocktails,0.01159884241469644,3.673076999320841
pricey,0.011587552785911032,3.415826234065706
vibe,0.011573019386184399,3.6676312126454214
outdoor,0.011567696501118847,3.61689177676083
notgot,0.011523891511445608,2.3687658851922735
no,0.01144840075664416,2.3566504370004404
fun,0.011411691602832862,3.645665608917511
topped,0.011347627070485325,3.6554478629540186
notafter,0.01123355539998634,2.3537086915159837
atmosphere,0.01112625326586358,3.665670641557588
crispy,0.011101792915830445,3.6395900670195513
mouth,0.011072155881267748,3.5462780495920154
prefer,0.011065514371544447,3.2832885083607164
modern,0.011054097829924506,3.635167231385906
saying,0.01094807948748268,2.3727827914121384
every,0.010852296117804213,3.5125635598433753
typical,0.010791956812680092,3.1634994710305597
fan,0.010693019854468399,3.540039449329306
closed,0.01066165612753428,2.5254977852804394
thanks,0.010660919241634932,3.4293342623859417
town,0.010649055734412431,3.5770181793066826
soon,0.010643119083732376,3.4853710778933777
leave,0.010643113767486055,2.4435439966840558
liked,0.01061329894059061,3.3138538923277023
literally,0.010606326293599375,2.4736704780869894
bit,0.010595954604251338,3.291313242545153
notask,0.01054046147756739,2.3874704587010345
super,0.010475891596288357,3.6221475221369324
overall,0.010474893873252733,3.151389728394708
notorder,0.010229628571565405,2.386785077361191
selection,0.01019718766600817,3.577164941764109
interesting,0.010172422891919473,3.384989458265984
nottable,0.010147693789393696,2.364009824323152
wo,0.010129733468234014,2.444975085113223
located,0.010060936083716995,3.5301388857688867
specials,0.010053303076529978,3.57311656364669
must,0.010036302940315074,3.5506740546093853
20,0.01000028457033727,2.391085522424219
notcome,0.009968953166771611,2.396796970948006
girl,0.009956276430467268,2.430901384525313
notwhy,0.009775456566454888,2.3884237862290245
talking,0.009760278573909063,2.4604512658467956
everything,0.009751896384197704,3.5530582784375246
greasy,0.009697237957899752,2.4479094822493477
owner,0.009528121847779562,3.0700025820594257
life,0.009515073610606217,3.300941399643608
roasted,0.009431189372995951,3.6005541320148926
nothing,0.009354547577572087,2.564137731611961
happy,0.00930014954838199,3.5933021038831745
notwe,0.009293503221035487,2.409593776385299
visiting,0.009272059045107677,3.5096883485394876
belly,0.00925352998563373,3.606521406961906
asking,0.009244482107579347,2.4174056593531725
he,0.009213194841840152,2.5132920243070798
spicy,0.009146840140188264,3.5582003886142997
nothow,0.009134133323140375,2.452103813974349
waitress,0.009113287720083891,2.408886181684299
delivery,0.009103554791061825,2.6131912499986085
nicely,0.009101620011155217,3.4601437089038214
notprice,0.00904772420823578,2.555540895920279
date,0.009038724330917482,3.5811000520188943
cute,0.008869727523597737,3.498954161770465
spice,0.008866992035463643,3.574274591922663
interior,0.00881022883229235,3.40408676297782
notright,0.008789922023833602,2.434911707938899
slow,0.008788981078525855,2.5107257018266678
notdid,0.008764766499536038,2.4213055523426523
took,0.008763893319877605,2.4259372768068284
fairly,0.008761429317712153,3.0623920888895344
guess,0.008759209200787196,2.45282449162593
turned,0.008731012858366673,2.46838579768603
problem,0.00870957043148357,2.456333822471966
mango,0.00869378911247077,3.5802454204503005
local,0.008660629586128728,3.5768559753166174
filet,0.008656409217005858,3.5653896029393186
30,0.008608961935404967,2.439075068402314
desserts,0.008604522923059061,3.565309534564094
light,0.008571779137929196,3.559508528128877
notordered,0.008548179498044694,2.438015008001985
employees,0.008531584100763122,2.50106891028934
pretty,0.008524238345434417,3.092394597766771
clean,0.00851730052931114,3.580638672232754
notthis,0.008461533865766566,2.514330172826276
standard,0.008263236604519364,3.1173792846243424
quick,0.008260603169165852,3.496206316267475
noteat,0.008231825215579329,2.50199551212206
business,0.008114224574013926,2.63668645066576
notbeing,0.008075749900380385,2.4356417410868856
sitting,0.008049601292583095,2.4519879762541943
forgot,0.008022228029952488,2.4545757677096485
notbe,0.007975594665891006,2.4687120010467694
weird,0.007956569452279433,2.599862758370273
nottaste,0.007932648994104197,2.4907078513343506
maybe,0.007877067524410818,2.6598117919964763
notpeople,0.007787799961326899,2.4740694303047412
rating,0.007783159153947903,2.851578718297942
choose,0.007753304066152883,3.539493373917628
vegetarian,0.0077495306906638466,3.539137198903901
notbest,0.0077393662411289295,3.157115897364726
meats,0.007703137905531864,3.538270547577815
smoked,0.007623610905130807,3.5270726618048034
notmake,0.007595760771949734,2.4701023445112447
lamb,0.007584666422617978,3.5341875310210735
notone,0.007581762764287165,2.4869935699265815
ambiance,0.007580834403555257,3.5406118730317777
chocolate,0.007579378693180902,3.546920147123167
easily,0.007560321433042295,3.5330533987379034
notthere,0.0075495083687196355,2.4550068375585425
notuntil,0.007548793519810889,2.468152510579588
soft,0.00754618673415686,3.479114528077376
tell,0.007467736345585521,2.7520456202974506
slightly,0.007451802745808043,3.2017407917478695
why,0.00742779036155949,2.459855510303714
kinda,0.00737929148803051,3.0163037068715246
prepared,0.007359025019200296,3.528177711591658
sometimes,0.007349121822815992,3.3893070947002997
seemed,0.00734482809059092,2.6154462894101256
addition,0.007337738990148254,3.5212337946238486
option,0.007322454067978325,3.2976412017342707
someone,0.007305281163777772,2.468602507278783
then,0.007297471213997559,2.4953683481382685
notcould,0.007240714667107709,2.47397090282313
notreally,0.007228193072220715,2.9370367318063204
notdrink,0.007205575688727054,2.466807337723937
pleasant,0.007202257594505101,3.5053531203956636
style,0.0072014509828069746,3.5110208287108273
family,0.007178106968029798,3.372913284408716
seating,0.0071566306253544,3.4404290816046657
korean,0.007128617818754588,3.4698146727120047
duck,0.007126973189944143,3.5134966774810588
often,0.007120863731446795,3.529060076869791
honey,0.007118842666668674,3.502508237887036
should,0.007109958789953434,2.4761032399479523
noteither,0.007109537474234805,2.5924530818038134
lots,0.007104085406475337,3.418869596147999
trip,0.0071027367206587845,3.5117213295593257
oysters,0.007072349062941686,3.5260380424398643
seasoned,0.007069079978495284,3.511790563060913
stay,0.007049050218837445,2.592299253726231
share,0.007038952520101665,3.51316353633395
stars,0.007020807615440804,3.014083371497546
mushroom,0.007015781201931113,3.4698362083106273
perhaps,0.006976459128956295,2.686593469365424
neighborhood,0.006970338036656693,3.5156863145186246
notfan,0.006954961437779528,3.36115161070449
notgreat,0.006950029833037617,2.8600314086880614
pay,0.006916965762068141,2.4785626119653985
notwant,0.006879296038872189,2.489471688766075
city,0.006861404945885674,3.516132699758019
drive,0.006788345851360288,2.8177875412804974
italian,0.006784896193208166,3.51917860270956
nottime,0.006774708977280375,2.497020213639
gone,0.006735539130764837,2.5048784635246424
notbad,0.006723919569731652,2.836987468142641
notnot,0.0066960845839733035,2.4872164288537366
total,0.006688526025468714,2.5132855764652953
fine,0.0066672123145191395,2.6554276463900397
rather,0.006666435894547939,2.6344312426553365
options,0.006651565676878446,3.457118578209594
scottsdale,0.006638984425796927,3.465344614996096
however,0.006593643508436075,2.787300401586422
brunch,0.00659110342501514,3.486501641667751
coming,0.006574849156696131,3.4587621160712927
owners,0.00652995539308709,3.1647998454093806
little,0.006511046047889041,3.3392025267366243
notup,0.006506593165950484,2.4927429338547404
good,0.006493036577607342,3.3542989441870854
japanese,0.006486674764857293,3.471631858210434
avocado,0.006474140107279078,3.4990107635223393
salty,0.00644520887046672,2.609899906791964
makes,0.006426822300612683,3.506371237690351
anyone,0.006422988548046311,3.171110186839669
sweet,0.0064147071190808124,3.4659753719430877
notgood,0.006396981121055012,2.5785842315827128
arrived,0.006396387799850232,2.512860610220318
notway,0.0063811381742957364,2.5144922054224104
sat,0.006356722307827793,2.5212046210433843
notwere,0.006309516223883601,2.4979794309873555
nice,0.0062965947945792505,3.4057201430283723
instead,0.006255576542871481,2.5138637896261695
waffles,0.006235948362474899,3.495164931862264
portion,0.00621615855684955,3.2682923309327876
cool,0.006192113099732818,3.4650254295466567
notbusy,0.006185299822904922,2.5070771242309338
true,0.006181917957527297,3.459976419230554
huge,0.006173963755204557,3.482666413217756
sauces,0.0061551262365620585,3.4774770539120894
notfood,0.006142961128801633,2.5346250422023697
stop,0.0060991376993790175,3.4692985435065435
la,0.006053488300773916,3.4912129708307464
nottake,0.006012269329461379,2.5363859963793525
decor,0.005998689005064032,3.38978232236341
enjoy,0.005995189747798152,3.471166055341544
portions,0.005978812989344117,3.4516906191357255
guy,0.005946785113587707,2.605950662752045
plenty,0.005943755264248124,3.4359857142782
space,0.00593123378678829,3.321613713462176
waiter,0.0059273390416890856,2.5467764363650365
fast,0.005925308448782323,3.481935311175008
dessert,0.0059191459573474355,3.4746809707480706
wine,0.005911302783542182,3.482478342072311
notme,0.00590237033157411,2.5209461618592766
water,0.005888399556376268,2.523414267193167
garlic,0.005879255556050898,3.4612186805957834
greek,0.005873884244320976,3.407679766240317
packed,0.005864886612900554,3.424708772739246
bartender,0.0058064052605940174,2.6118209532988876
pie,0.005803513226656968,3.4788095915925568
parking,0.005789557865690995,3.3438909196429174
touch,0.005785085758104413,3.4427578687062295
grilled,0.005768264261642493,3.4393314391384964
choice,0.0057573916575022945,3.4354442373142566
patio,0.005733551609240647,3.4034136304933313
strip,0.0057235182881388074,3.468902441980936
split,0.005711544291976987,3.4383569417249533
notthey,0.005663581273162004,2.5361299812603706
after,0.005642855734209603,2.5521325945790214
beers,0.005642755170426679,3.3769621271180537
notrestaurant,0.005623556742165952,2.563033241206868
easy,0.005615486977765114,3.446961870470472
notoff,0.005600788450755005,2.5425745922463623
notknow,0.005598919223661054,2.5419447966807724
nothere,0.0055952236143618165,2.5826385190090675
downtown,0.005589393057986191,3.45348560929306
notthem,0.005583939499602241,2.5351252253485885
though,0.0055829961161297965,3.046909595353065
you'll,0.005579162485712112,3.4682796175419357
choices,0.0055361541956056365,3.4313648160098786
notwait,0.00550889876203702,3.361424079238595
potato,0.005503226136418544,3.384277663196225
toronto,0.005491483708365893,3.4546742199440987
notat,0.005482936571315669,2.5371870509245635
another,0.005482220094943377,2.5364650275875387
baked,0.005468971405815547,3.4631036503869606
although,0.0054591145071914435,3.1380089875139787
notan,0.005457206552823373,2.545114954422048
care,0.005453268764077639,3.173176132231309
noticed,0.005436784568033889,2.544788632266729
week,0.005425173487039489,3.400829904725002
chef,0.005415876461820281,3.2898402890056806
notthough,0.005363652644588423,2.890887571192883
looked,0.00536003624141033,2.539525050219264
notthink,0.005336343471807177,2.6627613997162896
cake,0.005334389767720567,3.45981491725937
quite,0.005321079205289013,3.193482543960179
spinach,0.005294813942604581,3.401788515610743
nottried,0.0052669893738008485,3.447359867692362
tonight,0.0052579050515438,2.642075792674712
live,0.005233088490982436,3.4213891722261436
notvery,0.005224134288267421,2.678967923345249
notlot,0.005204179841538052,3.012714637733555
ingredients,0.005198428634935631,3.445019288830113
cuisine,0.005191647936445143,3.4525535961228706
rib,0.005190970476446163,3.441759454643974
else,0.005173854246365529,2.560106375550329
notonly,0.00512241499498842,2.709097764434862
try,0.0051222598231020445,3.4491834906546854
hit,0.00510570283276215,3.2996377025248327
his,0.0050919713888720455,2.70243093328893
notfirst,0.005091338566622409,2.5678271902258785
nottoo,0.00508245937779623,3.2980966319037117
otherwise,0.005055384992750701,2.9386441191934067
mostly,0.005048206119802267,2.8369035104514775
everyone,0.005039279007556826,3.3820635261992087
surprised,0.005024786258857601,3.3785828944630407
notif,0.004990129462680608,2.5735735405846594
diner,0.004982872191704029,3.307703462092236
notor,0.004960484982605915,2.5584814042489534
notwould,0.004931513154871197,2.6298592652688386
craving,0.0049032075151818144,3.3456509829534045
lemon,0.004876126542678026,3.4016533313475548
notsee,0.004872405913709238,2.5912900827959713
notdo,0.0048705626265422375,2.5721198737426505
notto,0.00487042585038848,2.574050599629217
tofu,0.004840905430879339,3.3899828831367183
notand,0.004824024211425143,2.5770288434616706
list,0.004820410088073443,3.4303072515117004
french,0.004816064300626007,3.433887983952876
away,0.004800149361007021,2.6813558069888366
tasted,0.004784255775962821,2.588430406418182
notwas,0.0047806696472625825,2.5680527418066443
notwhat,0.004769178402829181,2.5960781086528577
mix,0.004757824915653148,3.404214760557395
son,0.004750647455711085,2.9143981387681066
veggie,0.004710449926650793,3.374399664450232
notmade,0.004700648064512184,2.591482156899734
over,0.004684603674846725,2.5817617175135914
burgers,0.004664646348217438,3.3644916861297482
notyour,0.004641991817327905,2.6587804645183875
expected,0.0046250939018420015,2.867516595873423
crowd,0.004624123126148107,3.256387981522223
hours,0.0046091640774483696,2.7116789604920015
notany,0.004602774664541028,2.578184825251379
25,0.004601400224247439,2.5897343421009587
us,0.004598821247516792,2.6683876429781024
broth,0.004591366677409591,3.218068392841337
ramen,0.004586997124402716,3.272428493994078
notall,0.004585777876322229,2.587799584395505
pita,0.00457999719305958,3.3927240868890465
mall,0.004560669746061011,3.3395715177922494
notmy,0.004546738084782994,2.581166748561979
salt,0.004528532076417668,2.8039980200370263
presentation,0.00452543239832428,3.382654147127101
american,0.004517583260591173,3.322862285751
behind,0.004514638277418837,2.6111265693662213
shop,0.004470590450460434,3.412398634600189
brisket,0.004392018691601658,3.3772063457592516
value,0.0043721972681190265,3.343345228587312
notwhere,0.004350852458031613,2.6179998518612964
probably,0.0043449374872517165,2.952997889472824
butter,0.004327692737598814,3.4005264028697755
better,0.0043047725665014075,2.757099433714041
green,0.004303044673018808,3.411125007224915
basically,0.004185971144662991,2.6422563371093157
staff,0.004183094169244901,3.3253188937257607
loud,0.004180876976824648,2.762084757836411
until,0.004172284024688248,2.611369427245868
notgo,0.0041616738031042795,2.6513459735143092
orders,0.004152833888799215,2.6004911031821902
course,0.004142959331597921,3.404792266853055
surprise,0.004135569667427733,3.378754999197524
wanted,0.004133124422803172,2.6019028907631503
notsure,0.004126475847212211,2.7674427419933325
excited,0.004116786074624356,2.7248119121926164
minute,0.004116060307935468,2.639631194772145
notmuch,0.004104090204400799,2.882666745316658
did,0.004087283200749033,2.6043565263652706
notsomething,0.004081133649642695,2.661767837937709
pad,0.00407547548043935,3.3362066111850956
crowded,0.0040753511702123,3.234648321518703
thai,0.004034653270936655,3.3989045005059704
opinion,0.004029729113727545,3.1235920652537636
notbecause,0.004024812162366312,2.6042095691261915
mushrooms,0.004019482023923765,3.362568088165849
notplace,0.0040063384189814,2.637478281774993
noodle,0.003989937688828327,3.2046985377791923
curry,0.00398103157242017,3.3822699335267514
person,0.003962414844003629,2.616037563632923
given,0.0039556850683737654,2.6533732656773097
also,0.003931995303774446,3.387219653613799
miss,0.003919473652870474,3.1137354429921547
store,0.0039008286803060292,2.6422768092597155
pancakes,0.0038861304642856,3.363546566541842
itself,0.0038679214274874017,3.0219573717431434
sandwiches,0.0038410757557916313,3.384447783311736
smaller,0.0038142327141010373,3.0924557124803287
cream,0.00381137245953751,3.3758272241824683
w,0.0037875283915089317,3.331770138789131
plain,0.003787091510927766,2.7014826584130134
1,0.0037767898171824064,2.6144597089762955
ca,0.0037710573047190247,3.304291579562133
dishes,0.003761574613786827,3.353686254605578
return,0.003761108011274527,3.3565602938562495
seems,0.0037559205886134803,2.890485638018626
needs,0.0037546116394473633,2.644788741381961
texture,0.0037396190924462018,3.260273815573116
sure,0.003723285946678607,3.363165890608981
kitchen,0.0037222590835097706,2.634533902458147
notfor,0.0037200409561410058,2.632672441742515
notwhen,0.0037064311753283756,2.617000966034117
seriously,0.0037042685610202734,2.8371013487331536
please,0.0037030308629610485,2.7471903887413665
notexperience,0.0036941945152451296,2.674973984641888
taking,0.0036930242240268392,2.6308325787685805
put,0.0036901469171778173,2.644841914100779
tiny,0.0036839698318249705,2.6460780430294553
especially,0.0036829569434898755,3.351560466551133
veggies,0.0036594023598250066,3.3235100687139316
pork,0.0036593328571261283,3.333098579046893
scallops,0.0036586619695142828,3.37334366002915
breakfast,0.0036492321060414097,3.375509850138345
crust,0.003647161450815922,3.3451515470953264
indian,0.003640982709064004,3.3394751298769347
today,0.0036246145817011494,2.7749429816211126
saw,0.003616009598233885,2.639438357749538
entire,0.0036129710985460233,2.732511021427298
along,0.003605502053238761,3.361417824299565
lol,0.0035889951150826086,3.359855247499319
notwrong,0.003577780112845606,3.3535380852991534
notchicken,0.0035653152557711242,2.6411021103486982
ask,0.0035624690876991556,2.667115883084263
notjust,0.0035559977290727904,2.637336816859735
tip,0.003548384777047266,2.63085329501959
cost,0.0035231119721152973,2.6358611018344487
prices,0.003509671934468602,3.3505616049823277
attention,0.00348917704508752,2.6713250470083034
tuna,0.0034634895522932933,3.3344501645402294
large,0.0034628883361973394,3.2919486041824935
notanything,0.003459653952949451,2.648741253600708
combo,0.003450344753981411,3.3510097972770163
establishment,0.00343614934698199,2.7661225014357465
lunch,0.0034348383080772243,3.331705551240643
usually,0.0034270824899299383,3.3330701663454136
incredibly,0.0034247695769167026,3.1451453996342487
expensive,0.003401707815889506,2.773944830174298
greeted,0.003397598565951147,3.246177246605372
real,0.003385798303530368,3.324725831606385
10,0.003378253645498863,2.670546532895451
single,0.0033728730608039077,3.102301742637811
pot,0.0033600401363665443,3.2924244693639158
similar,0.0033353399212224517,2.9445151155097196
hate,0.0033242711565967,2.6681107751116904
young,0.0033003244441157085,2.716190949320682
brought,0.00329902506188812,2.704512792884339
corn,0.0032983191595051466,3.3356991687321225
gave,0.0032923604354872646,2.664413983720798
foods,0.0032922908847940807,3.3398654348684738
least,0.0032755558515153212,2.655064105205224
3,0.0032567382940012785,2.828277276981937
notdown,0.003254025889196129,2.6589668741876484
notwell,0.003247342669332554,2.672278590155555
order,0.0032448502575789834,2.669744339708637
platter,0.0032233374713851676,3.3153934229208413
reason,0.0032228160106668505,2.8370230173315267
limited,0.003221743213700825,2.9298635360186065
notover,0.0032082185594050666,2.6460529742534473
top,0.0032019059316284433,3.280072698699306
notout,0.003197416929710108,2.649085578463931
dim,0.0031800601484998146,3.0900238897930863
afternoon,0.0031710846537674744,3.140771079690129
chili,0.0031675163298444456,3.32478770636344
bone,0.003151708723706905,3.327838628744066
bacon,0.0031485151692511484,3.330020021984568
same,0.0031341190448855067,2.658972804378241
peppers,0.0031318031270703497,3.3441335492048303
felt,0.003129565155059246,2.704215251866751
asian,0.003121347392064105,3.277544811521633
notthat,0.0031180314958477945,2.673137191519022
flavor,0.003100807086455617,3.2468586303254754
notfrom,0.0030975210158735115,2.676306063568282
simple,0.003097102881051066,3.330648055816754
you're,0.003097002349717191,3.307647530858556
bun,0.003075594679228416,3.1688580080541278
well,0.003072901478685739,3.3396634336527873
